"PRO_NUMERO","PRO_NOMBRE","PRO_DOMICI","PRO_LOCALI","PRO_PROVIN","PRO_CODPOS","PRO_TELEFO","PRO_REPRES","PRO_JEFEVE","PRO_CUIT","PRO_CODIVA","PRO_FEULCO","PRO_MONEDA","PRO_ULISTA","PRO_MEMO","PRO_RUBRO","PRO_ZONA","PRO_SALDAC","PRO_CTACTE","PRO_CODGAN","PRO_CPRSUS","PRO_GANAN","PRO_CONVTA","PRO_INGBTO","PRO_INGBRO"
"337","ADREM CORPORACION IND SA","JOSE PEDRO VARELA 3576","CAPITAL",1,141,"4501-8416 FAX=4502-3148",,,"30-62574185-4",1,01/10/2001,1,,,51,0,"0,00","S",1,"N",6,0,1,
"338","DEGAF S.A","DIAGONAL 190","JL SUAREZ",2,1655,"4729-1525",,,"30-61123647.2",1,01/10/2001,1,,,51,0,"0,00","S",1,"N",6,6,1,
"339","BOSISIO E HIJOS S.A","MARTIN RODRIGUEZ 1431","VILLA ADELINA",2,1807,"4765-6454/6655 ROTATIVAS","ING BERTOLI",,"33-57465854-9",1,01/02/2011,1,,,11,0,"0,00","S",1,"N",6,95,2,
"340","LAQUIMAR S.A.C.I.F","AV PTE R.S.PEÑA 852 P 3","CAPITAL",1,1035,"4328-9824/1198","FAX 4328-9864",,"33-54076037-9",1,17/01/2003,1,,,11,0,"0,00","S",1,"N",6,97,1,
"341","ABYPER S.A.","AV D.BARCO CENTENERA 3115","CAPITAL",1,1437,"4919-4100 FAX=4919-4111",,,"30-69611289-0",1,01/03/2003,1,,,16,0,"144,30","S",1,"N",6,9,1,
"342","ZENER ELCTRONICA INDUSTRI","MILLER 3149 PB 4","CAPITAL FEDERAL",2,0,"1540442275",,,"20-18286398-0",1,05/04/2005,2,,,11,0,"4544,72","S",1,"N",6,0,1,
"343","FED.PATRONAL SEGUROS SA","AVDA 51 Nº770","LA PLATA",2,1900,"0221-4290200","GERMAN BAQUEIRO",,"33-70736658-9",1,01/02/2011,1,,,32,0,"0,00","S",1,"N",6,3,1,
"344","EDOS SA","SAN MARTIN 528","CIUDADELA",2,1702,"4653-5315/9614","EDOS@EDOS.COM.AR",,"30-55172079-5",1,06/12/2010,1,,,11,0,"-849,82","S",1,"N",10,3,3,
"345","MAQUINARIA LA BARRERA","PUEYRREDON 17","VILLA BALLESTER",2,1653,"4738-6410",,,"30-69629024-1",8,,1,,,11,0,"0,00","S",4,"N",0,0,1,
"346","DORKING SA","CALLE 97 Nº 986","SAN MARTIN",2,1650,"4755-2226/2713",,,"30-57425638-7",1,07/11/2003,1,,,11,0,"0,00","N",1,"N",6,0,1,
"347","MARCOS MARTINI S.A.","25 DE MAYO 432 6º","CAPITAL",1,1002,"4311-8010/8550","PLANTA IND 02204774020/","477-3465","30-67888931-4",1,01/11/2001,1,,,11,0,"-2082,17","S",1,"N",6,9,1,
"348","AGRELO JORGE","SARMIENTO esq.ITALIA","SAN MIGUEL",2,1663,"4667-2122/4664-9409","JORGE AGRELO",,"20-04590352-5",1,30/07/2010,1,,,32,0,"9875,53","S",1,"N",10,97,1,
"349","CAIP,CAMARA ARGENTINA DE","J SALGUERO 1939","CAP FEDERAL",1,1425,"4821-9603",,,"30-53175551-7",4,04/01/2011,1,,,11,0,"0,00","S",1,"N",6,3,1,
"350","ALTA PLASTICA SA","CORONEL SALVADORES 630","CAPITAL",1,1167,"4301-2100 O 02322-498600",,,"30-60630195-9",1,19/11/2007,1,,,11,0,"0,00","S",4,"N",0,98,1,
"351","INGENIERIA Y PACKAGING SA","LUIS MARIA DRAGO 2685","BURZACO",2,4238,"4238-3300/4299-5967",,,"30-70791576-1",1,13/11/2006,1,,,11,0,"0,00","S",1,"N",6,0,1,
"352","AMANECER ARGENTINO DE VIC","BOLIVAR N 782","SAN MARTIN",2,1653,"4767-3068/15-3-536-9544","VICTOR",,"20-08604695-5",8,02/09/2009,1,,,11,0,"0,00","S",3,"N",6,97,1,
"353","ACQUA LIDER SRL","GRAL MANSILLA 2930 3ºA","CAPITAL",1,1425,"011-4764-1723","4767-9443",,"30-70922116-3",1,,1,,,11,0,"0,00","S",1,"N",0,0,1,
"354","WAGNER JORGE ALBERTO","CALLE 210 EX GASCON 1229","J.L.SUAREZ",2,1655,"4720-6323/3787",,,"20-14668484-0",1,23/07/2008,0,23/07/2008,,80,,,"N",1,"N",1,0,1,
"355","COMPANIA QUIMICA YAGROQUI","CALLE 119 Nª3488","VILLA BONICH",2,1650,"4768-9939/4767-2896",,,"30-70853668-3",1,11/12/2008,1,11/12/2008,,21,,,"N",1,"N",1,,1,
"361","INDUSTRIAS CINI SRL","NTR.SRA DE LA MERCED 5571","CASEROS",2,1678,"759-6113 TELEFAX 759-1077",,,"30-64759067-1",1,03/03/2011,1,,,11,0,"-900,00","S",1,"N",6,3,2,
"362","TUBOPEL DE ROMERO RAUL,OR","ESTEBAN MERLO 5246","CASEROS",2,1678,"FAX=4716-0868",,,"30-70798424-0",0,07/11/2002,2,,,11,0,"0,00","S",1,"S",6,95,1,
"363","OBLIGADO & CIA.LTDA. S.A.","PARAGUAY 610 - PISO 17.","CAP.FED.",1,1350,"4312-9063   FAX=4311-5675","4114-1100 INT.1114","PABLO INT.112","30-52634789-3",1,17/03/2011,1,,,11,0,"-4656,93","S",1,"N",6,3,1,
"364","DIFERENTE","CALLE 54 Nº4055","SAN MARTIN",2,1650,"4755-4370/4752-8945","OSVALDO 15-5947-5774","CARLOS CARPA","30-59418757-8",1,27/01/2011,1,,,11,0,"-282,32","S",1,"N",6,3,2,
"365","AN-BET","GABINO EZEIZA 9351","LOMA HERMOSA",2,1657,"4841-2603",,,"20-10232702-1",1,01/02/2002,1,,,11,0,"0,00","S",1,"N",6,6,1,
"366","ELECTRICIDAD 2000 S.A.","AV INDEPENDENCIA 4181","CAPITAL",1,1226,"4931-8972/7734/7905",,,"30-70047709-2",1,01/08/2005,2,,,11,0,"158,65","S",1,"N",6,3,1,
"367","LA PRIMAVERA","CALLE 135  3417","SAN MARTIN",2,1650,"4844-5555 (MARCIA)","4844-6400",,"30-66245104-1",1,18/03/2005,1,,,11,0,"0,00","S",1,"N",6,3,1,
"368","INDUSTRIAS FENIX DE HEREÑ","LARRETA 2835","MORENO",2,1744,"0237-4070452/4074090","1551354374",,"30-70814802-0",1,01/02/2005,1,,,11,0,"0,00","S",1,"N",6,0,1,
"369","PETROAN SA","AV SAN MARTIN 760","VILLA LYNCH",2,1672,"4755-3728/4753-4825","GABRIEL/ADRIAN",,"30-69630844-2",1,08/07/2010,1,,,11,0,"0,00","S",1,"N",6,22,1,
"376","INDUSTRIAS NELSON de Nels","AV RIVADAVIA 12140","CIUDADELA",2,1702,"4653-1654",,,"23-14009510-9",0,11/05/2005,1,,,11,0,"0,00","S",1,"N",6,0,1,
"377","REGEN S.R.L","CALLE 25 N¬5480 E/132Y S.","V.BALLESTER",2,1707,"4768-4523/ADM:4659-7859",,,"30-66095549-2",1,22/09/2006,2,,,11,0,"0,00","S",1,"N",6,9,1,
"378","TECNOKEM SA","ACCESO PILAR KM 305","MALVINAS ARGENTINA",2,1615,"4756-4700",,,"30-63967654-0",1,07/07/2004,1,,,11,0,"0,00","S",1,"N",6,0,1,
"379","LABORAT.QUIMICOS PROLAC","LEON XIII Nº120  CC 233","FLORENCIO VARELA",2,1888,"4-272-1879/FAX4275-1280",,,"33-62932008-9",1,31/07/2001,1,,,11,0,"-446,31","S",1,"N",6,0,1,
"380","ELHINEL SRL","CALLE 118 Nº4926","VILLA BALLESTER",2,1653,"4767-4048/4065/9157",,,"30-58260687-7",1,04/04/2011,2,,,11,0,"0,00","S",1,"N",6,3,1,
"381","ATESA S.A.","DIAGONAL 101 Nº4510","SAN MARTIN",2,1650,"4768-3095/4768-1376","OSVALDO ATESA/FLAVIO",,"30-58594331-9",1,19/04/2011,1,,,11,0,"0,00","S",1,"N",6,3,2,
"382","CHAMICAL COMPACTACION SA","LIBERTAD 7062","JOSE L SUAREZ",2,1655,"4729-2100",,,"33-69879610-9",1,01/05/2003,2,,,11,0,"-618,56","S",1,"N",6,0,1,
"384","CONTENEDORES HUGO S.A.","SARAZA 5649/51","CAPITAL",1,1439,"4601-2610",,,"30-68967475-1",1,31/03/2011,1,,,11,0,"0,00","S",1,"N",10,3,3,
"385","C.A.A. DRAGO S.R.L.","LAPRIDA  4250","VILLA MARTELLI",2,1603,"4709-1661",,,"30-70717019-7",1,10/03/2011,1,,,11,0,"0,00","S",1,"N",6,3,2,
"386","VORTEX AMERICANA S.A","TABARE 2943","CAPITAL",1,1437,"4918-0145/4918-8839","FAX 4918-2114","VORTEX@INFOVIA.COM.AR","30-67915000-2",1,19/08/2009,2,,,11,0,"0,00","S",1,"N",6,3,1,
"387","LUQUE HERMANOS S.A.","VICENTE LOPEZ 3901","VILLA BALLESTER",2,1653,"4768-0687/4764-5091",,,"33-56947144-9",1,25/11/2010,1,,,11,0,"-22,81","S",1,"N",6,95,2,
"388","GLAUBE S.A","RUTA 8 KM 1.5","CAMPANA",2,2804,"03489-431600/03489-430990","glaube@sion.com",,"30-61979837-2",1,14/11/2001,1,,,11,0,"0,00","S",1,"N",6,3,1,
"389","DEL PLATA GAS de del plat","MAESTRO RODRIGUEZ 2164","HURLINGHAM",2,1686,"4452-5000/4666","FAX 4662-6380",,"30-64656948-2",1,01/03/2003,1,,,11,0,"-90,00","S",1,"N",6,0,1,
"390","TRC S.A.","DR.LUIS BELAUSTEGUI 530","CAPITAL",1,1414,"4582-6070 FAX 4581-6128",,,"30-69544222-6",1,31/07/2002,2,,,11,0,"0,00","S",1,"N",6,95,1,
"391","CIBA ESPECIALIDADES QUIMI","TRONADOR 4890","CAPITAL",1,1430,"4546-8500 FAX 4546-8508",,,"30-68901105-1",1,30/09/2006,1,,,11,0,"0,00","S",4,"N",0,0,1,
"392","TREASSURE SA","AV BELGRANO 863 P4º","CAPITAL",1,0,"4863-9791","4343-6020 /4343-5200","GOLDVAR 4863-9791","30-68258768-3",1,08/10/2003,2,,,11,0,"0,00","S",1,"N",6,0,1,
"393","ITG SRL ARGENTINA","AV LA PLATA 2986","QUILMES",2,1879,"4200-3391","FAX 4280-5248",,"30-65877632-7",1,09/08/2006,1,,,11,0,"0,00","S",1,"N",6,95,1,
"394","AKWA DE MARTA ISABEL MIRA","26 DE JULIO 4837","VILLA BALLESTER",2,1653,"15-5340-9840  CARLOS","4764-4787",,"27-13062031-6",1,31/03/2008,1,,,11,0,"0,00","S",1,"N",6,3,1,
"395","STM ARGENTINA SA","BERTHARRAM 1171","VILLA BOSCH",2,1682,"4840-0730/4842-7692","STMARGSA@SION.COM",,"30-69155815-7",1,01/02/2005,1,,,11,0,"0,00","S",1,"N",6,0,1,
"396","CONSMET SA","ZARATE N¬6154 /S.J.FLORES","VILLA BALLESTER",2,1053,"4580-1554/55","LUIS CARRIZO/CEFERINO",,"30-69795750-9",1,11/11/2010,1,,,11,0,"0,00","S",1,"N",4,3,3,
"400","ING.LAMELA, JORGE EDGARDO","JUJUY 557","SAN JUSTO",2,1754,"659-5899",,,"20-11645335-6",1,31/03/2000,2,,,11,0,"0,00","S",1,"S",6,0,0,
"401","ESTUDIO LAMELA","JUJUY 557","VILLA LUZURIAGA - S.JUSTO",2,1754,"4659-5899",,,"27-10395743-0",8,01/10/2000,1,,,11,0,"0,00","S",1,"N",6,0,1,
"402","CORMONT INSTALACIONES SRL","MUNILLA 2157","CASTELAR",2,1712,"4629-2533/4483-0389",,,"30-65122701-8",1,07/10/2010,1,,,11,0,"66488,14","S",1,"N",10,3,3,
"403","METALURGICA  J.S","RODRIGUEZ PEÐA 4051","VILLA BONICH-SAN MARTIN",2,1650,"4738-2522","SANCHEZ JORGE",,"20-08253234-0",1,28/01/2009,1,,,11,0,"-0,91","S",1,"N",10,3,2,
"404","METALURG ING PALADINI SRL","OBISPO CASTELLANOS 223","SAN VICENTE",3,5006,"0351-4559112",,,"30-58293412-2",1,,1,,,11,0,"0,00","N",1,"N",6,0,1,
"405","TEJEDURIA LA TOMA SA","GRANADERO REQUEÑO 1032","LA TOMA",6,5750,,,,"30-62118145-5",1,15/12/2004,1,,,11,0,"0,00","S",1,"N",6,0,1,
"500","SERVIMETAL S.A.","VALENTIN VIRASORO 766","CAPITAL FEDERAL",1,1405,"4982-0303","VER D.C.",,"30-66318718-6",1,27/11/2000,1,,,11,0,"0,00","S",1,"N",6,0,1,
"503","METALURGICA LA TOMA S.A.","GRANADEROS RENQUEÑOS 950","SAN LUIS",6,5750,"02655-421977",,,"30-63148437-5",1,07/04/2011,1,,,11,0,"0,00","S",1,"N",6,0,1,
"504","INTERPACKAGING S.R.L.","DR.ROMULO S.NAON 3048","CAP.FED.",1,1430,"4571-5447",,,"30-69942583-0",1,10/02/2000,1,,,11,0,"0,00","S",1,"N",6,0,1,
"506","LA TOMA S.A.","AV CROVARA","BUENOS AIRES",2,0,,,,"30-63148437-5",1,06/08/2002,1,,,11,0,"0,00","N",1,"N",6,0,1,
"700","DARIO (CHURRUCA)","CHURRUCA 8737.","LOMA HERMOSA",2,0,"15-4034-2660","DARIO",,,1,22/10/2008,1,,,11,0,"0,00","S",1,"N",6,0,0,
"701","IMHDA S.A.","AV.PERON 1020","SAN JUSTO",2,7118,"4650-7930/3636 F4650-4875","LILIAN",,"30-55793274-3",1,01/08/2001,1,,,11,0,"0,00","S",1,"N",6,9,1,
"702","MQ.FINISHED S.A.","AV.RIVADAVIA 13162","RAMOS MEJIA",2,1704,"4488-9000 F:4488-8880","VARELA 15-5312-5201",,"30-60024156-3",1,23/04/2001,1,,,11,0,"0,00","S",1,"N",6,9,1,
"703","CHEMISA S.R.L.","CALLE 34 Nº3946","SAN MARTIN",2,1650,"4628-6446/628-2929","AMITRANO",,"33-69628618-9",1,23/04/2001,1,,,11,0,"0,00","S",1,"N",6,9,1,
"704","METAL CHEM S.A.","R.BALBIN Nº4031","VILLA BALLESTER",2,1653,"4764-3738/4768-5950",,,"30-63887857-3",1,06/11/2000,1,,,11,0,"0,00","S",1,"N",6,9,1,
"705","MACAVI S.R.L.","CALLE 131 Nº6730/32/46","SAN MARTIN",2,1657,"4769-8500 ROT",,"DARIO CHURRUCA","30-64703439-6",1,09/11/2000,1,,,11,0,"0,00","S",1,"N",6,98,1,
"707","PROIN PROTECCION INTEGRAL","RUTA 8 Nº4710","SAN MARTIN",2,1653,"4767-8910/8958",,,"30-69763409-2",1,01/04/2011,1,,,11,0,"0,00","S",1,"N",10,3,3,
"708","AGUILERA P(USAR LA TOMA)",,,0,0,,,,"0",0,01/11/2003,2,,,11,0,"0,00","S",1,"S",6,0,1,
"709","MARPAQ SA","BLANCO ENCALADA 3379","LANUS",2,1824,"4246-2390/6973","NADIA",,"30-59588553-8",1,06/04/2011,1,,,11,0,"0,00","S",1,"N",6,3,2,
"999","PROVEEDOR GASTOS VARIOS",,,25,0,,,,,1,02/07/1997,1,,,11,0,"0,00","S",1,"N",6,0,0,
"1001","Est. de Serv. BUSCALIA","RUTA 8 Km  28.-","BELLA VISTA",2,1661,"666-4658",,,"30-55251149-9",1,01/04/2000,2,,,12,0,"0,00","N",1,,6,0,0,
"1004","A.P.SYSTEMS  S.R.L.","HELGUERA 4847 DTO 1","CAP. FED",1,1416,"4573-4409","LUIS y CLAUDIO",,"30-64648356-1",1,01/04/2011,2,,,18,0,"0,00","S",1,"N",6,0,1,
"1009","RUEDAR","GRAL PAUNERO 557","MADERO",2,1768,"4442-4752",,"GUZZETI RUBEN DARIO","20-08007781-6",1,22/09/2010,1,,,11,0,"0,00","S",4,"N",6,3,1,
"1010","TELECOM ARGENTINA S.A.","MAIPU 1210 Piso 9º","CAPITAL FEDERAL",1,1006,"***********",,,"30-63945373-8",1,08/03/2011,1,,,12,0,"0,00","S",4,"N",6,97,1,
"1011","TELEFONICA DE ARGENTINA",,,2,1043,"4668-2841",,,,1,30/11/2009,1,,,62,,,"S",1,"N",1,,1,
"1013","EDENOR S.A.","AZOPARDO 1025","CAP.FED.",1,1107,"451-0053 P/FALTA DE SUMIN","0800-33000 Libro de queja",,"30-65511620-2",1,02/05/2011,1,,,11,0,"0,00","S",4,"N",6,0,1,
"1014","AGUAS ARGENTINA (NO USAR)","BELGRANO 4254","SAN MARTIN",2,1650,"754-6000",,,"30-65956375-0",1,01/04/2006,2,,,12,0,"0,00","S",4,"N",6,0,1,
"1015","GAS NATURAL BAN S.A.","ISABEL LA CATOLICA 939.","CAPITAL FEDERAL",1,1268,"0-800-34567",,,"30-65786411-7",1,21/03/2011,1,,,13,0,"0,00","S",1,"N",12,97,1,
"1016","QUIMICA OESTE S.A","AV RIVADAVIA 10950","BS AS",2,1408,"4641-7000 FAX=4643-0354",,,"30-51734503-9",1,31/08/2001,1,,,11,0,"0,00","N",1,"N",6,95,1,
"1018","NI-GIU PLAST S.R.L.","AV.EVA PERON 2822","SAN MARTIN",2,1650,"4752-1552  FAX: 4752-1513",,,"30-70841389-1",1,18/05/2005,1,,,11,0,"0,00","S",1,"N",6,97,1,
"1020","HOURCADE BELLOCK Y ASOCIA",,,0,0,,,,,0,,1,,,11,0,"0,00","S",1,"N",8,0,1,
"1021","TERM.RIO DE LA PLATA S.A.","PIEDRAS 343","CAPITAL FEDERAL",1,1104,"4319-9500",,,"30-67819180-5",1,01/12/2010,1,,,21,0,"0,00","N",1,"N",6,97,1,
"1022","ABACO DE BERNARDO,DAVID Y","ZAÑARTU 1360","CAPITAL FEDERAL",1,1424,"4921-3331","FAX 4924-1567",,"30-54175307-5",1,13/08/2001,1,,,79,0,"0,00","N",1,"N",6,0,1,
"1023","ACEROS TRANSPORTES",,,2,1824,"202-9387 MOV:15-473-5810",,,"30-69641299-1",1,01/02/2001,1,,,11,0,"0,00","N",1,"N",6,0,1,
"1024","DR.DANIEL G. CONSTANTIN","SAN JUAN 1508","BELLA VISTA",2,1661,"4666-2632 1544266360",,,"20-16722655-9",8,01/02/2011,1,,,11,0,"0,00","S",4,"N",0,97,1,
"1025","OMEGA SEGUROS S.A.","AV.CORRIENTES 1170","CAPITAL FEDERAL",1,1043,"4379-7000/1009*4383-9061","AGRELO",,"30-50006263-7",1,01/03/2001,1,,,23,0,"0,00","N",1,"N",6,0,1,
"1026","AGENCIA MARITIMA NABSA SA","Av.PASEO COLON 728 P.4º","CAPITAL FEDERAL",1,1063,"342-3418/3473/3690",,,"30-61273250-3",1,01/12/2010,2,,,11,0,"0,00","N",1,"N",6,0,1,
"1027","PROVINCIA SEGUROS S.A.","CARLOS PELEGRINI 71","CAPITAL FEDERAL",2,1009,"346-7300 FAX:345-3999",,,"30-52750816-5",1,01/07/1999,2,,,11,0,"0,00","N",1,"N",6,0,1,
"1028","NELDO ROQUE GARCIA","CALLE 110 Nº4971","SAN MARTIN",2,1650,"15-4033-7434",,,"20-05617872-5",8,10/07/2001,2,,,11,0,"0,00","N",4,"N",0,0,1,
"1029","GS1","MAIPU 255 4* PISO","CAPITAL FEDERAL",1,1084,"4130-1700/4130-1758",,,"30-65601763-1",4,29/04/2010,1,,,11,0,"0,00","S",4,"N",10,97,1,
"1031","MILLICOM ARGENTINA SA","JB DE LASALLE 591 1ºP","SAN ISIDRO",2,1642,"4002-8100/8109",,,"30-69553800-2",1,25/08/2003,1,,,11,0,"0,00","S",1,"N",6,0,1,
"1032","BANCO DE LA NACION ARGENT",,"CAPITAL FEDERAL",1,1000,,,,"30-50001091-2",1,01/11/2010,0,,,19,0,"0,00","N",1,"N",0,0,1,
"1034","HSBC BANK ARGENTINA S.A.","FLORIDA 201","CAPITAL FEDERAL",1,1005,,,,"33-53718600-9",1,01/04/2011,1,,,19,0,"0,00","N",1,"N",1,97,1,
"1039","OSCAR  ELECTRICISTA",,,0,0,,,,,0,21/03/2007,1,,,11,0,"0,00","S",1,"N",6,0,1,
"1040","EVA MUSSA","ITALIA 1635","CASTELAR",2,1712,,,,"27-10141807-9",8,03/04/2000,2,,,11,0,"0,00","N",4,"N",0,0,1,
"1043","TOCHO",,,0,0,,,,,0,,1,,,11,0,"0,00","N",1,"N",6,0,1,
"1044","ROTADYNE ARGENTINA S.A.","CALLE 22 Nº3067/95","SAN MARTIN",2,1650,"4755-1000 FAX.4713-4444",,,"30-70731325-7",1,04/03/2011,1,,,11,0,"0,00","S",1,"N",6,3,3,
"1045","SERGRAB ex. coralelo","PAUNERO 1509","VILLA MADERO",2,0,"4454-5818",,,,0,21/03/2011,1,,,11,0,"0,00","S",1,"N",6,0,1,
"1046","RODIGOMA SRL","AV.CONSTITUYENTE 2320","SAN MARTIN",2,0,"4-753-1913/4143",,,"33-59927729-9",1,01/07/2006,0,,,23,0,"0,00","S",1,"N",6,0,1,
"1047","ESPINELLI MECANICO",,,0,0,,,,,1,01/12/2005,0,,,11,0,"0,00","S",1,"N",6,0,1,
"1048","CONSTRUERE S.A.","DIAGONAL 101 Nº6211","VILLA BALLESTER",2,1657,"4769-3776 ROTATIVAS",,,"30-64520490-1",1,05/03/2010,1,,,11,0,"0,00","N",1,"N",6,97,1,
"1049","MARITIMA HEINLEIN S.A.","PERU 359 P.9 OF:905","CAPITAL FEDERAL",1,1067,,,,"30-59016227-9",1,30/06/2010,1,,,11,0,"0,00","N",1,"N",6,0,1,
"1050","SULLAIR ARGENTINA S.A.","GONÇALVES DIAS 1145","CAPITAL FEDERAL",1,1276,"4303-3570/0621",,,"30-57672171-0",1,09/02/2004,1,,,11,0,"0,00","N",1,"N",6,0,1,
"1051","PUCHE FONDO GTOS",,,0,0,,,,,0,23/02/2004,1,,,11,0,"0,00","S",1,"N",6,0,1,
"1052","CORREO ARGENTINO S.A.",,,0,0,,,,"30-70857483-6",1,12/04/2011,1,,,11,0,"0,00","N",4,"N",12,97,1,
"1053","LITO LONGO (ALBAÑIL)",,,0,0,,,,,0,25/06/2010,0,,,11,0,"0,00","S",1,"N",6,0,1,
"1054","BELLA VISTA HOGAR S.A.","AV.SENADOR MORON 1094","BELLA VISTA",2,1661,"4666-6009/1544/4668-1221",,,"30-55296780-8",1,22/03/2001,1,,,11,0,"0,00","N",1,"N",6,0,1,
"1055","BRADESCO ARG.DE SEGUROS S","SARMIENTO 459, 1ºPISO.","CAPITAL FEDERAL",1,1041,"4320-1700/1777",,,"30-50003455-2",1,01/03/2001,1,,,11,0,"0,00","N",1,"N",6,0,1,
"1056","TERMINAL BUENOS AIRES SA","AV.EDISON Y 8.DAR""D""SUD2º","PUERTO NUEVO",2,1104,"4315-8850 F:4315-8852",,,"30-65733882-2",1,10/10/2000,1,,,11,0,"0,00","N",1,"N",6,0,1,
"1057","ELEC.IND.LYNCH S.A.","GUIDO SPANO Nº3700","VILLA LYNCH. SAN MARTIN",2,1672,"4755-6271/4753-3297",,,"30-63887611-2",1,06/04/2000,1,,,11,0,"0,00","N",1,"N",6,0,1,
"1058","ELECTROFER","AV.PTE.PERON 5870","SAN MARTIN",2,1650,"4759-4641",,,"20-14077285-3",1,01/04/2001,1,,,11,0,"0,00","N",1,"N",6,0,1,
"1059","BACTSSA","CALLE Nº8 Y AV.EDISON S/N","PUERTO NUEVO",2,1104,,,,"30-67816723-8",1,30/11/2010,1,,,11,0,"0,00","N",1,"N",6,0,1,
"1060","RED DEL HOGAR S.A.","PAUNERO 715","MORON",2,1708,"4483-4005/6/7",,,"30-70534513-5",1,01/03/2003,1,,,20,0,"0,00","N",1,"N",6,0,1,
"1061","ESSO PETROLERA SRL","25 DE MAYO 1151","SAN MARTIN",2,1653,,,,"30-50691900-9",1,20/10/2009,1,,,23,0,"0,00","S",4,"N",0,0,1,
"1062","DISTRIBUIDORA H.L.G.","IGUAZU Nº8866","LOMA HERMOSA",2,1657,"4848-2116/17",,,"20-04562150-3",1,01/11/1999,1,,,11,0,"0,00","N",1,"N",6,0,1,
"1063","GUERINO SA","RUTA 8 KM 17.500","VILLA BALLESTER",2,1653,"4849-1553","SUSANA (8 A 12 HS) DANA",,"30-52324053-2",1,20/04/2011,1,,,23,0,"0,00","S",1,"N",12,97,1,
"1065","DHL EXPRESS (ARGENTINA)SA","LARRAZABAL 2255","CAPITAL",1,1440,"4630-1000",,,"30-58011131-5",1,01/11/2010,1,,,21,0,"0,00","S",1,"N",12,96,1,
"1066","ATEXA SRL","VILLARINO 2352","CAPITAL FEDERAL",1,1273,"4302-9323/0927","SR HUMBERTO",,"30-50504552-8",1,09/10/2009,1,,,11,0,"0,00","S",1,"N",6,3,1,
"1068","LA NUEVA DE J.C.ARIORO","RUTA 8 KM 18200 Nº5265","SAN MARTIN",2,1653,,,,"20-05614053-1",8,19/08/2010,1,,,11,0,"0,00","N",4,"N",0,97,1,
"1069","INTERBANKING SA","RIVADAVIA 611 10º","CAPITAL FEDERAL",1,1002,"4338-2800",,,"30-69078352-1",1,04/03/2008,1,,,39,0,"0,00","N",1,"N",6,0,1,
"1070","DEHEZA S.A.I.C.FeI.","GRAL PAZ 4500","CAPITAL",1,1383,,,,"30-51618667-0",1,28/10/2010,1,,,23,0,"0,00","N",1,"N",6,0,1,
"1071","CRONOS","SAN MARTIN 663","CAPITAL",1,1004,"4312-3061","VENTAS@CRONOS.COM.AR",,"30-50155507-6",1,15/03/2011,1,,,11,0,"0,00","S",1,"N",6,97,1,
"1072","CELSO GONZALEZ","BRAMANTE 1701","SAN MIGUEL",2,1663,,,,"23-05608271-9",8,01/07/2001,1,,,11,0,"0,00","N",4,"N",0,0,1,
"1073","LUJAN-ERA","ALSINA 5957","SAN MARTIN",2,1650,"4484-4260",,,"20-05538025-3",8,20/03/2001,1,,,11,0,"0,00","N",4,"N",6,0,1,
"1074","RAFAEL GARCIA","BRASIL 582-DEPTO.""B""","VILLA MARTELLI",2,1603,"15-4-9978395",,,"20-08447049-0",1,14/01/2009,1,,,11,0,"0,00","S",1,"N",10,3,3,
"1075","MARIO GIANOTTI","GRAL RODRIGUEZ 1354","MTE GRANDE",2,1842,"4290-4943 FAX 4281-3510",,"1","20-08382964-9",1,01/08/2006,2,,,29,0,"0,00","S",1,"N",6,3,1,
"1076","OFISHOP de EDGAR S.A.","AV.VELEZ SARFIELD 1881","CAPITAL FEDERAL",1,1285,"4302-0000","LIDIA",,"30-59209748-2",1,07/12/2007,1,,,30,0,"0,00","N",1,"N",6,3,1,
"1077","LUBRICANTES BELLA VISTA","AV.ILLIA 1519","BELLA VISTA",2,1661,"4666-2468",,,"20-04537436-0",1,03/05/2001,1,,,11,0,"0,00","N",1,"N",6,97,1,
"1078","C.I.P.U. FUMIGACIONES","BIANCHI 1786","SAN MARTIN",2,1650,"4753-5576  1558518145","JAVIER",,"20-16979414-7",1,06/09/2006,1,,,11,0,"0,00","S",1,"N",6,97,1,
"1079","CAR SECURITY S.A.","AV.LIBERTADOR 4600","CAPITAL FEDERAL",1,1426,"4775-5555",,,"30-69874417-7",1,10/03/2010,1,,,11,0,"0,00","N",1,"N",6,0,1,
"1080","TOWEBS DE VIRTUCOM NETWO","BELGRANO 1586 P10","CAPITAL",2,1093,"5031-1111",,,"30-70713175-2",0,08/10/2003,1,,,11,0,"0,00","N",1,"N",6,0,1,
"1081","NEXTEL COM.ARGENTINA SRL","PALESTINA 951/977","CAPITAL FEDERAL",1,1182,"5359-0000",,,"30-67877531-9",1,06/04/2011,1,,,22,0,"0,00","S",1,"N",10,97,1,
"1082","DREUS S.A.","AV.CABILDO 1942 - 3ºPISO","CAPITAL FEDERAL",1,1428,"4788-1714/1715/1716",,,"30-68347747-4",1,05/04/2001,1,,,20,0,"0,00","N",1,"N",6,0,1,
"1083","SPPED SERVICE","RIO NEGRO 841","BELLA VISTA",2,1661,"4666-9555","ANALIA",,"27-21037445-6",8,30/04/2010,1,,,21,0,"0,00","N",1,"N",10,97,1,
